"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"TNAV","TeleNav, Inc.","7.72","318558080","n/a","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav",
"TSTC","Telestone Technologies Corp.","3.99","49208670","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/tstc",
"TTEC","TeleTech Holdings, Inc.","16.93","951025820","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TELK","Telik, Inc.","0.1769","9547646.8","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/telk",
"TLAB","Tellabs, Inc.","3.83","1397754670","n/a","1980","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tlab",
"WRLS","Telular Corporation","8.0499","121569589.8","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wrls",
"TNGN","Tengion, Inc.","0.635","15216505","n/a","2010","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tngn",
"TBNK","Territorial Bancorp Inc.","21.15","233580600","n/a","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TESO","Tesco Corporation","13.16","503093640","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSLA","Tesla Motors, Inc.","31.1","3243698900","n/a","2010","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","18.08","140481600","n/a","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess",
"TSRA","Tessera Technologies, Inc.","18.94","976016080","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsra",
"TTEK","Tetra Tech, Inc.","24.075","1505578275","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek",
"TEVA","Teva Pharmaceutical Industries Limited","44.16","39346560000","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/teva",
"TCBI","Texas Capital Bancshares, Inc.","32.38","1213084320","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi",
"TCBIW","Texas Capital Bancshares, Inc.","19.2888","14620910.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","33.36","38118804000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","15.85","1094696100","n/a","2004","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh",
"THRD","TF Financial Corporation","25.15","70973300","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/thrd",
"TFSL","TFS Financial Corporation","9.28","2866740480","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tfsl",
"TGE","TGC Industries, Inc.","8.73","168122340","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tge",
"ABCO","The Advisory Board Company","72.84","1192463640","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco",
"ANDE","The Andersons, Inc.","43.07","796795000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","8.1","268887600","n/a","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/tbbk",
"BKYF","The Bank of Kentucky Financial Corp.","24.42","181513860","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkyf",
"BONT","The Bon-Ton Stores, Inc.","4.91","82183580","n/a","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"CAKE","The Cheesecake Factory Incorporated","31.13","1723294540","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","20.06","417950100","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/chef",
"PLCE","The Children&#39;s Place Retail Stores, Inc.","50.51","1271892310","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CTBC","The Connecticut Bank and Trust Company","8.32","30126720","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/ctbc",
"DSGX","The Descartes Systems Group Inc.","8","493936000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","4.24","50981760","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"ESBK","The Elmira Savings Bank, FSB","17.199","37218636","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"ENSG","The Ensign Group, Inc.","26.48","558383760","n/a","2007","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg",
"FINL","The Finish Line, Inc.","23.06","1167942880","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/finl",
"FBMS","The First Bancshares, Inc.","8.3","25447800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","26.5","232855500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/flic",
"TFM","The Fresh Market, Inc.","43.975","2110624100","n/a","2010","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/tfm",
"HCKT","The Hackett Group, Inc.","3.98","160776080","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","39.975","1761338475","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hain",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","6.9989","25986915.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","18","43506000","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"KEYW","The KEYW Holding Corporation","7.7","201616800","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"MSG","The Madison Square Garden Company","31.15","1933667400","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/msg",
"TMNG","The Management Network Group, Inc.","2.55","18089700","n/a","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/tmng",
"MDCO","The Medicines Company","20.75","1124650000","n/a","1989","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"MIDD","The Middleby Corporation","95.3","1781538200","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"NDAQ","The NASDAQ OMX Group, Inc.","26","4606628000","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ndaq",
"NAVG","The Navigators Group, Inc.","49.06","701116460","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/navg",
"PTRY","The Pantry, Inc.","12.025","275889575","n/a","1999","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ptry",
"REVU","The Princeton Review, Inc.","0.1197","6644547","n/a","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/revu",
"PRSC","The Providence Service Corporation","15.22","197768680","n/a","2003","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/prsc",
"SAVB","The Savannah Bancorp, Inc.","4.92","35419080","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/savb",
"SPNC","The Spectranetics Corporation","8.33","280529410","n/a","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc",
"ULTI","The Ultimate Software Group, Inc.","66.24","1724160960","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"WTSLA","The Wet Seal, Inc.","3.335","302271060","n/a","1990","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/wtsla",
"YORW","The York Water Company","17.74","226557540","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","7.44","219576720","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ncty",
"THER","Theratechnologies Inc.","2.2752","138427718.4","n/a","2001","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ther",
"THRX","Theravance, Inc.","16.53","1407165840","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thrx",
"KOOL","THERMOGENESIS Corp.","1.0399","17024202.9","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"TST","TheStreet, Inc.","1.73","55384220","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst",
"TCRD","THL Credit, Inc.","12.85","259827000","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/tcrd",
"TPGI","Thomas Properties Group, Inc.","3.97","147267150","n/a","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/tpgi",
"THOR","Thoratec Corporation","34.19","2048938320","n/a","1984","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/thor",
"THQI","THQ Inc.","0.58","39661560","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/thqi",
"THLD","Threshold Pharmaceuticals, Inc.","3.12","153279360","n/a","2005","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"THTI","THT Heat Transfer Technology, Inc.","1.45","29658300","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/thti",
"OINK","Tianli Agritech, Inc.","1.55","15709250","n/a","2010","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/oink",
"TIBB","TIB Financial Corporation","11.15","137702500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tibb",
"TIBX","TIBCO Software, Inc.","27.89","4601180640","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tibx",
"TBET","Tibet Pharmaceuticals, Inc.","0.9989","14829669.4","n/a","2011","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbet",
"TICC","TICC Capital Corp.","9.775","320092150","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ticc",
"TIGR","TigerLogic Corporation","2.262","63706968","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tigr",
"TIII","TII Network Technologies, Inc.","1.67","24500570","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/tiii",
"TSBK","Timberland Bancorp, Inc.","4.51","31772950","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/tsbk",
"TITN","Titan Machinery Inc.","27.54","571537620","n/a","1993","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/titn",
"TIVO","TiVo Inc.","11.96","1444947400","n/a","1999","Consumer Services","Television Services","http://www.nasdaq.com/symbol/tivo",
"TISA","Top Image Systems, Ltd.","2.65","28845250","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","1.874","32041652","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TORM          ","TOR Minerals International Inc","16.03","34015660","n/a","1988","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm          ",
"TRGL","Toreador Resources Corporation","4.49","113713740","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/trgl",
"TRMD","TORM A/S","0.84","61152000","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/trmd",
"TRNX","Tornier N.V.","19.61","769947430","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/trnx",
"TOBC","Tower Bancorp Inc","31.16","374138120","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tobc",
"TOFC","Tower Financial Corporation","10.01","48578530","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tofc",
"TWGP","Tower Group, Inc.","22.97","915974690","n/a","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/twgp",
"TSEM","Tower Semiconductor Ltd.","0.8101","257846729","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem",
"TWER","Towerstream Corporation","2.705","144436180","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/twer",
"CLUB","Town Sports International Holdings, Inc.","8.91","203584590","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","13.82","402756260","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/town",
"TPCG","TPC Group, Inc.","34.52","539754720","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tpcg",
"TSCO","Tractor Supply Company","83.08","5900757000","n/a","1994","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/tsco",
"TWMC","Trans World Entertainment Corp.","2.4","75492000","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc",
"TSON","TranS1 Inc.","2.27","61741730","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tson",
"TACT","TransAct Technologies Incorporated","7.27","68803280","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","11.7199","85848267.5","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TRCR","Transcend Services, Inc.","21.01","224533870","n/a","1990","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trcr",
"TSPT","Transcept Pharmaceuticals, Inc.","8.28","112102920","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tspt",
"TGA","Transglobe Energy Corp","10.24","747776000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga",
"TTHI","Transition Therapeutics, Inc.","1.95","45275100","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/tthi",
"TXCC","TranSwitch Corporation","2.86","87324380","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/txcc",
"TZYM","Tranzyme, Inc.","4.36","107077240","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tzym",
"TZOO","Travelzoo Inc","25.6","408627200","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TREE","Tree.com, Inc.","7.04","77756800","n/a","1994","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"TCBK","TriCo Bancshares","16.29","260297910","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbk",
"TRS","TriMas Corporation","23.52","813980160","n/a","1986","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Navigation Limited","51.345","6331403295","n/a","1990","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","10.17","214210710","n/a","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TRIP","TripAdvisor, Inc.","30.04","3695370600","n/a","1993","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip",
"TQNT","TriQuint Semiconductor, Inc.","6.195","1029776265","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/tqnt",
"TRIT","Tri-Tech Holding Inc.","7.4","60384000","n/a","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/trit",
"TSRX","Trius Therapeutics, Inc.","5.47","210928670","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsrx",
"TRLG","True Religion Apparel, Inc.","26.61","680071770","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/trlg",
"TBOW","Trunkbow International Holdings Ltd.","2.01","73982070","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tbow",
"TRST","TrustCo Bank Corp NY","5.58","520697700","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","23.91","1533085290","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trmk",
"TSRI","TSR, Inc.","4.317","8599464","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TTMI","TTM Technologies, Inc.","12.34","1003661560","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi",
"TUDO","Tudou Holdings Limited","13.99","365530720","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tudo",
"TUES","Tuesday Morning Corp.","3.58","152740700","n/a","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tues",
"TFCO","Tufco Technologies, Inc.","3","12927000","n/a","1994","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/tfco",
"TVAX","TVAX Biomedical, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tvax",
"TWTC","tw telecom inc.","21.33","3185848800","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/twtc",
"TWIN","Twin Disc, Incorporated","32.4","370299600","n/a","1990","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/twin",
"USCR","U S Concrete, Inc.","4.57","54584080","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","4.37","133835620","n/a","2000","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","3.49","95186260","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","6.84","94822920","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"USHS","U.S. Home Systems, Inc.","10.1","73255300","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/ushs",
"USPH","U.S. Physical Therapy, Inc.","20.26","239837880","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"UBNT","Ubiquiti Networks, Inc.","24.91","2288008410","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/ubnt",
"UFPT","UFP Technologies, Inc.","15.35","100189450","n/a","1993","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Salon, Cosmetics & Fragrance, Inc.","80.84","4959372320","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","7.76","177362560","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/uctt",
"ULBI","Ultralife Corporation","4.65","80551950","n/a","1992","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"ULTR","Ultrapetrol (Bahamas) Limited","2.88","86238720","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ultr",
"UTEK","Ultratech, Inc.","27.94","718253580","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/utek",
"UMBF","UMB Financial Corporation","39.97","1614428270","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","12.59","1442046010","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","11.55","61677000","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/unam",
"UNIS","Unilife Corporation","3.655","235268695","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"UNB","Union Bankshares, Inc.","19.25","85797250","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/unb",
"UDRL","Union Drilling, Inc.","6.73","155537030","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/udrl",
"UBSH","Union First Market Bankshares Corporation","14.09","367157220","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsh",
"UNXL","Uni-Pixel, Inc.","5.2965","37827603","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/unxl",
"UBCP","United Bancorp, Inc.","8.59","45887780","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","8.0008","27562756","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","28.28","1419825680","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsi",
"UCBA","United Community Bancorp","5.9501","50361646.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ucba",
"UCBI","United Community Banks, Inc.","8.88","369514560","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","1.29","39969360","n/a","1986","Finance","Banks","http://www.nasdaq.com/symbol/ucfc",
"UBNK","United Financial Bancorp, Inc.","15.7","247667500","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","19.44","495778320","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ufcs",
"UNFI","United Natural Foods, Inc.","45.255","2206317015","n/a","1996","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/unfi",
"UNTD","United Online, Inc.","5.58","497551860","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/untd",
"UBFO","United Security Bancshares","2.35","31800200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubfo",
"USBI","United Security Bancshares, Inc.","5.96","35855360","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usbi",
"USLM","United States Lime & Minerals, Inc.","65.48","407089160","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uslm",
"USTR","United Stationers Inc.","33.58","1432825020","n/a","1981","Consumer Services","Paper","http://www.nasdaq.com/symbol/ustr",
"UTHR","United Therapeutics Corporation","49.05","2861331750","n/a","1999","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","16.009","73577364","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ug",
"UNTK","UniTek Global Services, Inc.","4.04","66025720","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/untk",
"UNTY","Unity Bancorp, Inc.","5.9999","44477258.7","n/a","1989","Finance","Major Banks","http://www.nasdaq.com/symbol/unty",
"UBPS","Universal Business Payment Solutions Acquisition Corporation","5.84","83757280","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubps",
"UBPSU","Universal Business Payment Solutions Acquisition Corporation","5.95","91927500","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubpsu",
"UBPSW","Universal Business Payment Solutions Acquisition Corporation","0.27","5119200","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubpsw",
"PANL","Universal Display Corporation","45.46","2092341960","n/a","1996","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/panl",
"UEIC","Universal Electronics Inc.","19.62","289669680","n/a","1993","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","32.3","631658800","n/a","1993","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/ufpi",
"USAP","Universal Stainless & Alloy Products, Inc.","39.01","266555330","n/a","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/usap",
"UACL","Universal Truckload Services, Inc.","17.29","268945950","n/a","2005","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/uacl",
"UVSP","Univest Corporation of Pennsylvania","16.06","268635620","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uvsp",
"URRE","Uranium Resources, Inc.","0.9504","88889011.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urre",
"URBN","Urban Outfitters, Inc.","27","3893454000","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/urbn",
"ULGX","Urologix, Inc.","1.5","22054500","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ulgx",
"UPI","Uroplasty, Inc.","3.5","72821000","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/upi",
"ECOL","US Ecology, Inc.","19.25","352621500","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/ecol",
"USMO","USA Mobility, Inc.","14.73","325650840","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/usmo",
"USAT","USA Technologies, Inc.","1.05","34091400","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","15.79","7026550","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"USATZ","USA Technologies, Inc.","0.6","1999800","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatz",
"USAK","USA Truck, Inc.","8.5","88723000","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"UTMD","Utah Medical Products, Inc.","29.95","108988050","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"UTIW","UTi Worldwide Inc.","14.78","1518896260","n/a","2000","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/utiw",
"UTSI","UTStarcom Holdings Corp","1.37","213898100","n/a","2000","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/utsi",
"VLNC","Valence Technology, Inc.","0.96","161183040","n/a","1992","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vlnc",
"VYFC","Valley Financial Corporation","7.05","33113850","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/vyfc",
"VLYWW","Valley National Bancorp","1.7","1557200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vlyww",
"VALU","Value Line, Inc.","11.57","114496720","n/a","1983","Finance","Investment Managers","http://www.nasdaq.com/symbol/valu",
"VCLK","ValueClick, Inc.","19.64","1621949760","n/a","2000","Technology","Advertising","http://www.nasdaq.com/symbol/vclk",
"VVTV","ValueVision Media, Inc.","1.73","83842720","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/vvtv",
"VNDA","Vanda Pharmaceuticals Inc.","5.09","143115530","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"VGIT","Vanguard Intermediate -Term Government Bond ETF","65.5936","6559360","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgit",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","84.33","42165000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcit",
